,startbpid,endbpid,isleaf,isroot,parent_vox_x,parent_vox_y,parent_vox_z,vox_x,vox_y,vox_z,weibel_generation,radius_vox,centerlinelength_vox,idno
105,132,508,True,False,179.5,257.5,440.5,156.5,250.50000000000003,427.5,6,1.52844306540446,30.094491022930477,ATM_example
106,120,123,False,False,341.5,257.5,351.5,340.5,251.50000000000003,337.5,6,1.8643978778002916,12.458523172905531,ATM_example
107,250,337,True,False,226.5,298.5,352.5,235.5,298.5,368.5,6,1.9370367561561475,15.776873128386782,ATM_example
108,277,127,False,False,206.5,272.5,500.5,204.5,264.5,519.5,6,1.9742874630053042,16.90181044955369,ATM_example
109,10,287,False,False,220.5,297.5,352.5,208.5,317.5,330.5,6,2.1119081299757996,31.984835894696577,ATM_example
110,33,412,True,False,354.5,273.5,397.5,350.5,278.5,389.5,6,1.2798278567460262,9.56844658973074,ATM_example
111,168,130,False,False,327.5,293.5,464.5,333.5,300.5,471.5,6,2.0883677527308464,12.077566540003454,ATM_example
112,248,269,False,False,337.5,253.50000000000003,384.5,345.5,245.50000000000003,375.5,6,2.0581015534159066,14.948122325516378,ATM_example
113,244,272,True,False,334.5,312.5,310.5,335.5,320.5,305.5,6,1.7756170264764688,10.246829710144928,ATM_example
114,86,80,True,False,194.5,269.5,361.5,188.5,261.5,365.5,6,1.1299381077577528,12.236833582511306,ATM_example
115,150,333,True,False,313.5,315.5,393.5,312.5,315.5,403.5,6,1.5133099657469902,7.3432528142396105,ATM_example
116,174,4,False,False,331.5,282.5,309.5,344.5,283.5,286.5,6,3.3595481239583185,22.76078266397054,ATM_example
117,86,352,True,False,194.5,269.5,361.5,195.5,273.5,370.5,6,1.1760580305233754,8.158469602524523,ATM_example
118,157,139,True,False,197.5,253.50000000000003,320.5,198.5,249.50000000000003,305.5,6,1.5848482550368481,11.923715569611483,ATM_example
119,172,9,False,False,324.5,275.5,446.5,329.5,267.5,451.5,6,2.623070607294783,11.786380235940792,ATM_example
120,5,280,False,False,323.5,303.5,288.5,333.5,306.5,259.5,6,2.6149996208107997,24.406308006310795,ATM_example
121,180,7,False,False,211.5,290.5,314.5,212.5,297.5,288.5,6,3.483975832253071,20.63096444002835,ATM_example
122,180,6,False,False,211.5,290.5,314.5,199.5,290.5,295.5,6,3.278062202725788,19.82645849207453,ATM_example
123,161,234,False,False,338.5,272.5,283.5,338.5,262.5,235.5,7,1.740306460609039,36.758242170942246,ATM_example
124,159,220,False,False,320.5,311.5,268.5,321.5,310.5,247.5,7,2.3405860803553447,15.309989160874558,ATM_example
125,123,322,True,False,340.5,251.50000000000003,337.5,368.5,204.5,247.5,7,1.5162869689582956,92.1062941836235,ATM_example
126,130,224,False,False,333.5,300.5,471.5,357.5,309.5,495.5,7,1.6949071616366291,35.0863422253499,ATM_example
127,268,236,False,False,197.5,269.5,507.5,187.5,267.5,522.5,7,1.6728953803166728,16.28310436712892,ATM_example
128,13,321,True,False,195.5,246.50000000000003,426.5,170.5,220.5,402.5,7,1.5980553238288218,46.27387329382604,ATM_example
129,56,266,False,False,212.5,282.5,528.5,211.5,282.5,554.5,7,1.425874278837164,18.878051509956016,ATM_example
130,263,342,True,False,169.5,271.5,472.5,160.5,266.5,488.5,7,1.2711803712274719,16.859547759797938,ATM_example
131,32,339,True,False,176.5,243.50000000000003,302.5,141.5,227.5,283.5,7,1.5536648981669097,47.778490965794504,ATM_example
132,9,240,False,False,329.5,267.5,451.5,328.5,252.50000000000003,452.5,7,2.4212959451951845,17.88714928009593,ATM_example
133,243,340,True,False,351.5,250.50000000000003,344.5,358.5,256.5,349.5,7,0.9685183780780737,11.544055573032578,ATM_example
134,280,16,False,False,333.5,306.5,259.5,338.5,308.5,237.5,7,2.527227642797474,17.17953588207083,ATM_example
135,6,245,False,False,199.5,290.5,295.5,192.5,287.5,280.5,7,2.795496227634441,14.146511156901358,ATM_example
136,269,465,True,False,345.5,245.50000000000003,375.5,351.5,205.5,311.5,7,1.5463276377269246,66.80648554403123,ATM_example
137,26,348,True,False,185.5,269.5,347.5,146.5,259.5,315.5,7,1.7035546471551832,53.18645735089237,ATM_example
138,26,459,True,False,185.5,269.5,347.5,152.5,244.50000000000003,339.5,7,1.6444634961117293,49.55954269538431,ATM_example
139,17,257,False,False,325.5,294.5,475.5,327.5,297.5,496.5,7,2.22759226957957,15.809585797439544,ATM_example
140,4,274,False,False,344.5,283.5,286.5,360.5,286.5,285.5,7,1.7756170264764688,19.36677888290461,ATM_example
141,127,360,True,False,204.5,264.5,519.5,206.5,232.5,533.5,7,1.5408246923969355,39.44463630068812,ATM_example
142,7,3,False,False,212.5,297.5,288.5,211.5,298.5,277.5,7,3.5108791205330174,8.146400557310198,ATM_example
143,123,422,True,False,340.5,251.50000000000003,337.5,325.5,264.5,335.5,7,1.2106479725975923,23.642632856295275,ATM_example
144,9,24,False,False,329.5,267.5,451.5,343.5,262.5,462.5,7,2.154953391223714,19.38801579976738,ATM_example
145,39,391,True,False,339.5,314.5,308.5,362.5,336.5,317.5,7,1.52844306540446,38.39651135832778,ATM_example
146,6,154,False,False,199.5,290.5,295.5,187.5,296.5,291.5,7,2.4212959451951845,16.2114433652374,ATM_example
147,11,153,False,False,204.5,241.50000000000003,327.5,202.5,234.5,323.5,7,2.22759226957957,9.127486028987962,ATM_example
148,252,387,True,False,344.5,294.5,337.5,365.5,312.5,321.5,7,1.5738423643768695,34.86638875044303,ATM_example
149,118,524,True,False,217.5,275.5,260.5,217.5,276.5,226.5,7,1.2913578374374317,24.66634788353317,ATM_example
150,127,497,True,False,204.5,264.5,519.5,202.5,262.5,547.5,7,1.6464812427327256,20.5666064008481,ATM_example
151,35,19,False,False,198.5,304.5,486.5,193.5,316.5,480.5,7,1.846238158211328,16.055081948807235,ATM_example
152,39,392,True,False,339.5,314.5,308.5,368.5,333.5,277.5,7,1.5054144354909191,46.941555639290605,ATM_example
153,56,440,True,False,212.5,282.5,528.5,227.5,295.5,572.5,7,1.3478547428253194,39.66694898780043,ATM_example
154,269,394,True,False,345.5,245.50000000000003,375.5,379.5,237.50000000000003,362.5,7,1.4931324995370303,42.58017800328556,ATM_example
155,263,395,True,False,169.5,271.5,472.5,150.5,269.5,471.5,7,0.8008901972568687,22.72466994528411,ATM_example
156,206,135,False,False,337.5,242.50000000000003,387.5,350.5,226.5,397.5,7,1.6343747630067496,25.557750314580122,ATM_example
157,176,439,True,False,197.5,287.5,535.5,194.5,306.5,597.5,7,1.539252422302653,50.412656756131554,ATM_example
158,32,435,True,False,176.5,243.50000000000003,302.5,147.5,213.5,253.5,7,1.511475650636994,61.0038345284801,ATM_example
159,11,106,False,False,204.5,241.50000000000003,327.5,195.5,212.5,270.5,7,1.8190761844671512,54.85608551204138,ATM_example
160,13,116,False,False,195.5,246.50000000000003,426.5,197.5,226.5,411.5,7,1.9531787291241156,26.25176160373146,ATM_example
161,239,129,False,False,325.5,272.5,473.5,333.5,272.5,490.5,7,2.199343816885626,15.563112577980405,ATM_example
162,251,128,False,False,211.5,301.5,493.5,210.5,304.5,496.5,7,1.9370367561561475,4.3427811253714825,ATM_example
163,268,402,True,False,197.5,269.5,507.5,185.5,270.5,506.5,7,1.0290507767079533,14.334082618430294,ATM_example
164,114,122,False,False,210.5,308.5,357.5,206.5,319.5,360.5,7,1.6343747630067496,14.084020827796724,ATM_example
165,243,386,True,False,351.5,250.50000000000003,344.5,382.5,210.5,283.5,7,1.4758375284999221,74.65638097809872,ATM_example
166,17,405,True,False,325.5,294.5,475.5,317.5,300.5,481.5,7,1.3720677022772714,12.658676530553995,ATM_example
167,252,415,True,False,344.5,294.5,337.5,359.5,305.5,349.5,7,1.3518902360673115,23.76227211603498,ATM_example
168,4,160,False,False,344.5,283.5,286.5,348.5,282.5,278.5,7,3.0266199314939803,7.591701402390832,ATM_example
169,206,20,False,False,337.5,242.50000000000003,387.5,333.5,235.5,385.5,7,2.0823145128678586,9.69383432706742,ATM_example
170,161,23,False,False,338.5,272.5,283.5,357.5,258.5,255.5,7,2.324444107387377,34.62562147997436,ATM_example
171,213,204,False,False,198.5,248.50000000000003,452.5,201.5,243.50000000000003,455.5,7,1.9370367561561475,7.265052502243169,ATM_example
172,151,363,True,False,340.5,326.5,374.5,347.5,329.5,380.5,7,1.452777567117111,10.04389971971203,ATM_example
173,280,201,False,False,333.5,306.5,259.5,340.5,317.5,247.5,7,1.9150249748361916,17.7732894093469,ATM_example
174,287,200,False,False,208.5,317.5,330.5,208.5,324.5,327.5,7,1.251002905017512,8.601265187968952,ATM_example
175,176,424,True,False,197.5,287.5,535.5,177.5,294.5,549.5,7,1.6797740619791592,27.157492868813815,ATM_example
176,60,416,True,False,231.5,297.5,343.5,245.5,290.5,339.5,7,0.9927313375300256,18.832974296937426,ATM_example
177,35,197,False,False,198.5,304.5,486.5,189.5,307.5,498.5,7,1.7857057595814485,14.241454159255637,ATM_example
178,130,198,False,False,333.5,300.5,471.5,335.5,307.5,479.5,7,1.896681823736228,10.417091250404946,ATM_example
179,213,369,True,False,198.5,248.50000000000003,452.5,182.5,222.5,466.5,7,1.6464812427327256,37.68546633735206,ATM_example
180,239,30,False,False,325.5,272.5,473.5,323.5,266.5,490.5,7,2.3204086141453852,14.432228973981289,ATM_example
181,7,46,False,False,212.5,297.5,288.5,219.5,315.5,278.5,7,1.61419729679679,24.07701354476039,ATM_example
182,118,47,True,False,217.5,275.5,260.5,216.5,259.5,243.5,7,1.1904705063876324,22.693474343362563,ATM_example
183,151,371,True,False,340.5,326.5,374.5,352.5,347.5,363.5,7,1.242931918533528,29.839023040423836,ATM_example
184,251,450,True,False,211.5,301.5,493.5,220.5,300.5,497.5,7,1.4873675091913274,11.148953590269192,ATM_example
185,114,380,True,False,210.5,308.5,357.5,199.5,312.5,349.5,7,1.361978969172291,15.074486059909225,ATM_example
186,287,417,True,False,208.5,317.5,330.5,189.5,331.5,317.5,7,1.3720677022772714,29.597251645489983,ATM_example
187,159,193,False,False,320.5,311.5,268.5,316.5,323.5,260.5,7,1.7554395602665087,16.11669894642314,ATM_example
188,60,121,False,False,231.5,297.5,343.5,233.5,300.5,334.5,7,2.006216640304581,7.804299216611668,ATM_example
189,122,429,True,False,206.5,319.5,360.5,182.5,340.5,362.5,8,1.4931324995370303,37.940913830237214,ATM_example
190,24,428,True,False,343.5,262.5,462.5,368.5,250.50000000000003,460.5,8,1.310348393870335,32.99990095004823,ATM_example
191,224,341,True,False,357.5,309.5,495.5,364.5,310.5,505.5,8,1.119849374652773,11.098613733570495,ATM_example
192,204,454,True,False,201.5,243.50000000000003,455.5,207.5,244.50000000000003,457.5,8,1.452777567117111,7.375340264032066,ATM_example
193,121,464,True,False,233.5,300.5,334.5,243.5,294.5,314.5,8,1.404351648213207,20.056427083142697,ATM_example
194,200,461,True,False,208.5,324.5,327.5,213.5,329.5,326.5,8,0.9079859794481941,8.437674423699075,ATM_example
195,135,458,True,False,350.5,226.5,397.5,351.5,207.5,389.5,8,1.4341522136925324,23.350626427820945,ATM_example
196,274,434,True,False,360.5,286.5,285.5,379.5,303.5,274.5,8,1.5133099657469902,31.340665610221986,ATM_example
197,122,399,True,False,206.5,319.5,360.5,207.5,332.5,376.5,8,1.4326001009071507,19.357194800680343,ATM_example
198,121,388,True,False,233.5,300.5,334.5,233.5,311.5,323.5,8,1.3014465705424116,15.31524263044013,ATM_example
199,197,446,True,False,189.5,307.5,498.5,180.5,318.5,525.5,8,1.465521229986559,25.85152802468379,ATM_example
200,197,383,True,False,189.5,307.5,498.5,171.5,316.5,496.5,8,1.5738423643768695,23.96917444047831,ATM_example
201,19,382,True,False,193.5,316.5,480.5,192.5,341.5,478.5,8,1.5239921537404988,29.780520612749875,ATM_example
202,198,452,True,False,335.5,307.5,479.5,341.5,307.5,482.5,8,1.1501155739677127,7.457060939593111,ATM_example
203,135,456,True,False,350.5,226.5,397.5,356.5,224.5,402.5,8,1.3922451684872308,8.346430024448422,ATM_example
204,24,344,True,False,343.5,262.5,462.5,359.5,251.50000000000003,481.5,8,1.61419729679679,26.877633097522352,ATM_example
205,116,328,True,False,197.5,226.5,411.5,202.5,205.5,378.5,8,1.3790859513937792,35.07807089290037,ATM_example
206,245,15,False,False,192.5,287.5,280.5,184.5,285.5,263.5,8,2.723957938344582,15.743697567846095,ATM_example
207,193,325,True,False,316.5,323.5,260.5,310.5,322.5,254.5,8,1.1760580305233754,8.437940306546844,ATM_example
208,198,203,False,False,335.5,307.5,479.5,340.5,320.5,497.5,8,2.0984564858358263,21.079113235569658,ATM_example
209,160,25,False,False,348.5,282.5,278.5,359.5,283.5,267.5,8,2.0715531975558803,15.361316409327635,ATM_example
210,116,533,True,False,197.5,226.5,411.5,194.5,215.5,411.5,8,1.8159719588963883,13.555074686980241,ATM_example
211,245,51,False,False,192.5,287.5,280.5,186.5,280.5,273.5,8,1.6646409623216893,12.077566540003454,ATM_example
212,20,326,True,False,333.5,235.5,385.5,327.5,235.5,381.5,8,1.5012034860210144,7.699575068761783,ATM_example
213,257,111,False,False,327.5,297.5,496.5,336.5,299.5,535.5,8,1.7727345313036174,30.311952649600006,ATM_example
214,3,166,False,False,211.5,298.5,277.5,205.5,306.5,261.5,8,2.643248073504743,16.60614466622343,ATM_example
215,236,57,True,False,187.5,267.5,522.5,180.5,261.5,533.5,8,1.452777567117111,13.552667519460893,ATM_example
216,266,495,True,False,211.5,282.5,554.5,204.5,283.5,563.5,8,1.5133099657469902,10.639658415420755,ATM_example
217,220,58,False,False,321.5,310.5,247.5,321.5,315.5,222.5,8,2.3215955239224417,19.066252399285453,ATM_example
218,154,59,False,False,187.5,296.5,291.5,179.5,297.5,292.5,8,2.0177466209959873,9.612238274916116,ATM_example
219,3,148,False,False,211.5,298.5,277.5,218.5,301.5,243.5,8,2.360763546565305,26.248650685520303,ATM_example
220,23,113,False,False,357.5,258.5,255.5,382.5,238.50000000000003,209.5,8,1.8235385087251232,50.59476983142225,ATM_example
221,200,119,False,False,208.5,324.5,327.5,205.5,333.5,321.5,8,1.6949071616366291,12.087524209817353,ATM_example
222,236,498,True,False,187.5,267.5,522.5,179.5,267.5,528.5,8,1.3317127698573514,10.45754424179014,ATM_example
223,16,144,False,False,338.5,308.5,237.5,336.5,305.5,224.5,8,2.2598762155155057,10.349679508590711,ATM_example
224,234,525,True,False,338.5,262.5,235.5,332.5,263.5,214.5,8,1.5173454589889823,16.848271218260617,ATM_example
225,154,141,False,False,187.5,296.5,291.5,183.5,302.5,286.5,8,1.8886108372522439,9.307175411033551,ATM_example
226,129,125,False,False,333.5,272.5,490.5,337.5,267.5,512.5,8,1.8613712578687978,17.666269360057107,ATM_example
227,30,63,False,False,323.5,266.5,490.5,321.5,268.5,508.5,8,1.8765043575262679,13.46994451093245,ATM_example
228,274,65,False,False,360.5,286.5,285.5,389.5,282.5,274.5,8,1.3196062901313754,35.70445372113825,ATM_example
229,193,66,True,False,316.5,323.5,260.5,320.5,340.5,237.5,8,1.5133099657469902,26.624428674381978,ATM_example
230,153,18,False,False,202.5,234.5,323.5,201.5,224.5,314.5,8,2.3002311479354254,13.611942040225225,ATM_example
231,224,490,True,False,357.5,309.5,495.5,367.5,316.5,494.5,8,1.3317127698573514,14.529950602286872,ATM_example
